1500081237956715;doge_rur;buy;1,96098348;0,40000001;1538079373608;1538079398391;1;1,96098348;
1500081237960368;doge_rur;buy;1,96117653;0,39852011;1538079483633;1538079758493;1;1,96117653;
1500081237987468;doge_rur;buy;1,96109181;0,39824001;1538080298873;1538080323661;1;1,96109181;
1500081238011942;doge_rur;buy;1,96525130;0,40015451;1538081084210;1538081108841;1;1,96525130;
1500081238025799;doge_rur;buy;1,96172516;0,39816372;1538081524147;1538081558937;1;1,96172516;
1500081238029397;doge_rur;buy;1,96320869;0,39816369;1538081639291;1538081754122;1;1,96320869;
1500081238039581;doge_rur;buy;1,96390764;0,40000001;1538081979294;1538082104132;1;1,96390764;
1500081238049495;doge_rur;buy;1,96410097;0,39828955;1538082339395;0;0;0,00000000

1500081238069710;doge_rur;buy;1,96410101;0,39828955;1538083064747;1538083389397;1;1,96410101;
1500081238081887;doge_rur;buy;1,96513169;0,39828953;1538083494689;1538083554620;1;1,96513169;
1500081238087113;doge_rur;buy;1,96616274;0,39835216;1538083679920;1538083764687;1;1,96616274;
1500081238092141;doge_rur;buy;1,96716115;0,39835216;1538083869949;1538084224871;1;1,96716115;
1500081238142547;doge_rur;buy;1,96932494;0,39839868;1538085630494;1538086180481;1;1,96932494;
1500081238184827;doge_rur;buy;1,96892308;0,39817795;1538087100955;0;0;0,00000000

1500081238199024;doge_rur;buy;1,96914457;0,39817813;1538087587041;1538087610807;1;1,96914457;
1500081238205853;doge_rur;buy;1,97792358;0,39817796;1538087816070;1538088030925;1;1,97792358;
1500081238213248;doge_rur;buy;1,97801925;0,39816369;1538088066206;1538088336070;1;1,97801925;
1500081238222436;doge_rur;buy;1,98402331;0,39816368;1538088386548;1538089026279;1;1,98402331;
1500081238243879;doge_rur;buy;1,98363364;0,39816368;1538089111723;1538089176331;1;1,98363364;
1500081238248588;doge_rur;buy;1,98284739;0,39638707;1538089271579;1538089351389;1;1,98284739;
1500081238253186;doge_rur;buy;1,98294786;0,39638707;1538089436706;1538090211711;1;1,98294786;
1500081238282056;doge_rur;buy;1,98146265;0,39550275;1538090446979;1538090861876;1;1,98146265;
1500081238295997;doge_rur;buy;1,98200381;0,39550275;1538090947084;0;0;0,00000000

1500081238315934;doge_rur;buy;1,98200381;0,39506256;1538091687491;1538091992100;1;1,98200381;
1500081238344642;doge_rur;buy;1,98276462;0,39506257;1538092717607;1538093352485;1;1,98276462;
1500081238367560;doge_rur;buy;1,98352572;0,39500365;1538093557775;1538094262707;1;1,98352572;
1500081238389900;doge_rur;buy;1,98471347;0,39500001;1538094332979;1538095117860;1;1,98471347;
1500081238414807;doge_rur;buy;1,98550680;0,39500001;1538095188105;0;0;0,00000000

1500081238436265;doge_rur;buy;1,98510969;0,39817797;1538095953580;1538096298131;1;1,98510969;
1500081238448958;doge_rur;buy;1,98471263;0,39738320;1538096428437;1538097133426;1;1,98471263;
1500081238519372;doge_rur;buy;1,98391910;0,39639419;1538099119225;1538099364011;1;1,98391910;
1500081238573125;doge_rur;buy;1,98401830;0,39639310;1538101094803;1538101112577;1;1,98401830;

1500081238576335;doge_rur;buy;1,98945539;0,39560268;1538101204810;1538101849781;1;1,98945539;
1500081238597011;doge_rur;buy;1,98964775;0,39500001;1538101939998;1538102024777;1;1,98964775;
1500081238601698;doge_rur;buy;1,98974500;0,39500001;1538102105067;1538102239840;1;1,98974500;
1500081238607144;doge_rur;buy;1,98984225;0,39500001;1538102305300;1538102494883;1;1,98984225;
1500081238617504;doge_rur;buy;1,98954178;0,39500001;1538102660177;1538103265002;1;1,98954178;
1500081238648128;doge_rur;buy;1,98963887;0,39521000;1538103745744;1538104430213;1;1,98963887;
1500081238697269;doge_rur;buy;1,98963056;0,39589612;1538105550895;0;0;0,00000000

1500081238699869;doge_rur;buy;1,98235363;0,39600001;1538105645704;1538105870516;1;1.98235363;
1500081238721068;doge_rur;buy;1,97724298;0,39650003;1538106435832;1538107201791;1;1,97724298;
1500081238783655;doge_rur;buy;1,98368778;0,39650001;1538108736317;1538109296160;1;1,98368778;
1500081238799395;doge_rur;buy;1,98328957;0,39589613;1538109332629;1538109356182;1;1,98328957;
1500081238803140;doge_rur;buy;1,99212984;0,39514845;1538109476417;0;0;0,00000000

1500081238808567;doge_rur;buy;1,98749578;0,39518774;1538109691760;1538109716274;1;1,98749578;
1500081238823120;doge_rur;buy;1,98933590;0,39557001;1538110231991;1538110271469;1;1,98933590;
1500081238838122;doge_rur;buy;1,98820478;0,39553001;1538110801842;1538110841631;1;1,98820478;
1500081238842240;doge_rur;buy;1,99406027;0,39523832;1538110956905;1538111056674;1;1,99406027;
1500081238845954;doge_rur;buy;1,99380881;0,39523832;1538111121916;1538111231706;1;1,99380881;
1500081238868368;doge_rur;buy;1,99178626;0,39500001;1538111977188;1538112982173;1;1,99178626;
1500081238896778;doge_rur;buy;1,99864466;0,39421159;1538113027426;0;0;0,00000000

